date,dexalus,dexcaus,dexjpus,dexnzus,dexukus
1987-03-17,1.4543339150668995,1.3129,151.95,1.7652250661959399,0.6259780907668232
1987-03-18,1.455604075691412,1.3133,151.95,1.7683465959328029,0.6227425582264292
1987-03-19,1.458363715910748,1.3155,151.48,1.7873100983020553,0.6237135907191418
1987-03-20,1.458363715910748,1.3088,151.7,1.795977011494253,0.6241418050181001
1987-03-23,1.452643811737362,1.3085,150.25,1.7905102954341987,0.6184291898577613
1987-03-24,1.4432096983691731,1.3078,149.32,1.7755681818181817,0.6211180124223602
1987-03-25,1.4388489208633095,1.3114,149.15,1.7636684303350971,0.6227425582264292
1987-03-26,1.438021282714984,1.3085,149.2,1.773049645390071,0.62266500622665
1987-03-27,1.4326647564469914,1.3065,147.72,1.772421127259837,0.6238303181534622
1987-03-30,1.4234875444839858,1.3087,146.4,1.7683465959328029,0.6220839813374806
1987-03-31,1.4194464158977997,1.3053,145.68,1.7553098121818502,0.6222775357809583
1987-04-01,1.4170327334561428,1.3097,146.82,1.7528483786152498,0.6242197253433208
1987-04-02,1.4200511218403862,1.3073,146.5,1.7559262510974538,0.6222775357809583
1987-04-03,1.409046075806679,1.308,146.2,1.7476406850751485,0.6213109661385524
1987-04-06,1.4064697609001406,1.3077,146.1,1.7461148943600489,0.6184291898577613
1987-04-07,1.411631846414455,1.3057,145.35,1.7528483786152498,0.6179323981956374
1987-04-08,1.410238330277817,1.3077,146.6,1.7391304347826089,0.6200396825396826
1987-04-09,1.3995801259622114,1.3028,144.7,1.7346053772766694,0.6181615874389566
1987-04-10,1.3923698134224451,1.3023,142.55,1.7361111111111112,0.6153846153846154
1987-04-13,1.3833171946327294,1.3028,142.65,1.7229496898690557,0.6159531875577456
1987-04-14,1.3842746400885935,1.3195,141.13,1.723543605653223,0.612369871402327
1987-04-15,1.3777900248002204,1.3247,141.75,1.7158544955387784,0.612369871402327
1987-04-16,1.398014818957081,1.3185,143,1.7301038062283738,0.6131207847946045
1987-04-17,1.404494382022472,1.32,143.2,1.7301038062283738,0.6134969325153374
1987-04-20,1.4040999719180005,1.3183,142.4,1.7301038062283738,0.6128577557148986
1987-04-21,1.4122299110295158,1.322,142.35,1.7458100558659218,0.612294881214793
1987-04-22,1.4170327334561428,1.3305,142.35,1.7271157167530227,0.6144393241167435
1987-04-23,1.4054813773717498,1.3317,141.2,1.7146776406035664,0.6108735491753207
1987-04-24,1.40964195094446,1.3363,139.75,1.7099863201094392,0.6035003017501509
1987-04-27,1.402524544179523,1.338,138.4,1.7064846416382253,0.5997001499250375
1987-04-28,1.4214641080312722,1.3354,139.9,1.723543605653223,0.6044122091266243
1987-04-29,1.4158289678606824,1.3363,140.2,1.7196904557179706,0.6025185274447189
1987-04-30,1.4245014245014247,1.3371,140.67,1.7301038062283738,0.6022282445046673
1987-05-01,1.4249073810202337,1.338,140.35,1.7385257301808066,0.5993407252022774
1987-05-04,1.419244961680386,1.3447,139.1,1.733102253032929,0.5952380952380952
1987-05-05,1.4078558355624384,1.342,138.67,1.7301038062283738,0.5922416345869115
1987-05-06,1.4078558355624384,1.3363,139.2,1.7361111111111112,0.5937184587068812
1987-05-07,1.4062719729995783,1.3365,139.4,1.7497812773403325,0.5955926146515783
1987-05-08,1.405086412814388,1.337,139.6,1.7452006980802794,0.5971931919976112
1987-05-11,1.4023278642546628,1.335,139.5,1.7361111111111112,0.6031363088057902
1987-05-12,1.3964530093562353,1.3358,139.6,1.733102253032929,0.5990893841361131
1987-05-13,1.404494382022472,1.3393,139.76,1.7400382808421786,0.5982650314089142
1987-05-14,1.4001680201624196,1.3391,139.5,1.733102253032929,0.5960185957801883
1987-05-15,1.3935340022296543,1.3403,139.8,1.7301038062283738,0.5958410296132992
1987-05-18,1.3850415512465375,1.3406,139.95,1.7196904557179706,0.5938947618482006
1987-05-19,1.3867702121758425,1.3406,140,1.7271157167530227,0.5943536404160475
1987-05-20,1.3819789939192924,1.346,139.78,1.725625539257981,0.5941770647653001
1987-05-21,1.3863856924996534,1.348,140.45,1.7268174753928511,0.5955926146515783
1987-05-22,1.3883104262113009,1.3482,140.6,1.7325017325017324,0.5977286312014345
1987-05-25,,,,,
1987-05-26,1.4029180695847363,1.3445,143.3,1.7412502176562772,0.6119951040391677
1987-05-27,1.3987970345502867,1.3467,143.52,1.7406440382941688,0.6199628022318661
1987-05-28,1.4040999719180005,1.344,143.4,1.7412502176562772,0.6151953245155337
1987-05-29,1.4040999719180005,1.3388,144.1,1.7391304347826089,0.613685179502915
1987-06-01,1.3991884706870015,1.338,145.45,1.7316017316017316,0.6156877231867997
1987-06-02,1.3982102908277405,1.3422,142.25,1.7301038062283738,0.608457560085184
1987-06-03,1.3950892857142858,1.3435,142.8,1.7265193370165743,0.6086427267194157
1987-06-04,1.400560224089636,1.3414,144.3,1.734304543877905,0.6160670280926565
1987-06-05,1.4007564084605688,1.3437,143.8,1.7292062943109112,0.6131207847946045
1987-06-08,1.400560224089636,1.3433,143.45,1.7232465965879715,0.6103143118706134
1987-06-09,1.3991884706870015,1.3427,142.5,1.718213058419244,0.6020469596628537
1987-06-10,1.3915947676036737,1.3394,142.45,1.7035775127768313,0.6029544769369912
1987-06-11,1.3962580284836639,1.3423,142.55,1.7059024223814396,0.6019382411364594
1987-06-12,1.3923698134224451,1.3398,143.85,1.6891891891891893,0.6053268765133172
1987-06-15,1.3952839402818473,1.3412,144.8,1.6891891891891893,0.6127450980392157
1987-06-16,1.3904338153503895,1.341,144.45,1.691761123329386,0.6119951040391677
1987-06-17,1.3829345871940257,1.3407,144.65,1.680672268907563,0.611920205605189
1987-06-18,1.3850415512465375,1.3415,144.6,1.6812373907195697,0.6135722174499939
1987-06-19,1.3867702121758425,1.3393,145.05,1.680672268907563,0.6188118811881188
1987-06-22,1.3863856924996534,1.3353,145.9,1.68321831341525,0.6269592476489029
1987-06-23,1.3956734124214933,1.334,146.03,1.7085255424568595,0.6253908692933083
1987-06-24,1.3941168269901016,1.3337,145.08,1.7123287671232879,0.6165228113440197
1987-06-25,1.3885031935573453,1.3303,146.33,1.7032873445750298,0.6203089138390918
